"ID" "order" "style" "para" "spp" "time" "mtOXPHOS" "nucOXPHOS" "nucMTrRNAprotein" "nucMTGO" "nucMTcor" "nucCytosolicrRNAprotein" "nucControlSingle" "nucControlRandom" "mtOXPHOS_rate" "nucOXPHOS_rate" "nucMTrRNAprotein_rate" "nucMTGO_rate" "nucMTcor_rate" "nucCytosolicrRNAprotein_rate" "nucControlSingle_rate" "nucControlRandom_rate" "mtOXPHOS_rateControlSingle" "nucOXPHOS_rateControlSingle" "nucMTrRNAprotein_rateControlSingle" "nucMTGO_rateControlSingle" "nucMTcor_rateControlSingle" "nucCytosolicrRNAprotein_rateControlSingle" "nucControlSingle_rateControlSingle" "nucControlRandom_rateControlSingle" "mtOXPHOS_rateControlRandom" "nucOXPHOS_rateControlRandom" "nucMTrRNAprotein_rateControlRandom" "nucMTGO_rateControlRandom" "nucMTcor_rateControlRandom" "nucCytosolicrRNAprotein_rateControlRandom" "nucControlSingle_rateControlRandom" "nucControlRandom_rateControlRandom" "hd"
"1" 63 "Diptera" "Diploids" NA "AAEGY" 570.353615 0.581206084145796 0.551562534702618 0.75801910338395 0.716635742717084 0.750408893404683 0.6619100856533 0.733056621878651 0.846481698276246 0.00101902761525549 0.000967053631636258 0.00132903357399418 0.00125647619979946 0.00131569060608949 0.0011605258005655 0.0012852668986391 0.0014841348875754 0.792852921315003 0.752414640616837 1.034052596703 0.977599439563776 1.02367112035843 0.90294537406535 1 1.15472894318438 0.68661388111444 0.651594164204384 0.895493789089074 0.846605123508781 0.886503388003304 0.781954396652872 0.866004100704633 1 "D"
"2" 65 "Diptera" "Diploids" NA "AALBI" 570.353615 0.575829806867438 0.576331940407774 0.776904243759171 0.723408892173494 0.748928436946172 0.696104196671051 0.772848770359333 0.885178995723906 0.00100960139766527 0.00101048178752715 0.00136214485772861 0.00126835155094703 0.00131309492435876 0.00122047827586935 0.00135503440327863 0.00155198279180523 0.745074365065895 0.745724082785059 1.00524743462806 0.936029039468029 0.969049140879089 0.900699106174938 1 1.145345673918 0.650523577320675 0.651090845119348 0.877680387257509 0.817245885485438 0.846075698320985 0.786399361071341 0.873098858075921 1 "D"
"3" 39 "Hymenoptera" "Hymenoptera" "eusociality" "ACEPH" 570.353616 1.59148528296925 0.813136755609022 0.924239061771776 0.788084008228654 0.810988711248327 0.480501833051782 0.675975780915285 0.785508794839515 0.00279034837042087 0.0014256712551622 0.00162046673474895 0.00138174631688257 0.00142190509273168 0.000842463025695592 0.00118518715749719 0.00137723119973963 2.35435251957451 1.20290811973769 1.36726653212388 1.16584651473988 1.19973042547505 0.71082699501626 1 1.16203689099027 2.02605660614456 1.03517205784456 1.17661198428797 1.00327840172644 1.0324374680159 0.611707769802822 0.860557877080665 1 "HD"
"4" 40 "Hymenoptera" "Hymenoptera" "eusociality" "AECHI" 570.353616 1.63654646492128 0.820852886363691 0.927137684044122 0.789626792175576 0.801741633962644 0.508990417573399 0.67201793120952 0.781198196588396 0.00286935406213201 0.00143919993375424 0.00162554888412266 0.00138445127728545 0.00140569220825742 0.000892412011241459 0.0011782478665122 0.00136967343534541 2.43527202016138 1.22147467834124 1.37963235947504 1.17500851614834 1.19303607348638 0.757406006499412 1 1.1624662978596 2.09491838571609 1.05076136881584 1.18681493133633 1.01078931777363 1.02629734357294 0.651550937772556 0.860239993057227 1 "HD"
"5" 47 "Hymenoptera" "Hymenoptera" "pollinator/eusociality" "AFLOR" 570.353616 1.80715209093821 0.949123407313132 1.02467188908723 0.830698958236031 0.833429844997953 0.453520162265538 0.660235191398473 0.767579680950218 0.00316847660862066 0.00166409641437801 0.00179655543568471 0.00145646303439239 0.00146125109338827 0.000795156109373273 0.00115758920935547 0.00134579611563332 2.73713384939449 1.43755349560018 1.55198011623226 1.25818642971225 1.26232266297807 0.68690698129089 1 1.16258522864311 2.35435113225126 1.23651450249201 1.33493878813825 1.08223156351361 1.08578935279555 0.590844408106409 0.860151991753014 1 "HD"
"6" 67 "Diptera" "Diploids" NA "AFUNE" 570.353616 0.585679460650469 0.572823255297236 0.780229309456189 0.735329566039859 0.76033055470423 0.710287976803649 0.777014210205332 0.887442623550794 0.00102687077669105 0.00100433001427177 0.00136797468722665 0.00128925204541854 0.00133308623523171 0.00124534667069359 0.00136233765931859 0.00155595160380432 0.75375643451321 0.73721078427364 1.00413776120003 0.946352790440657 0.978528506580731 0.914124822267986 1 1.14211891094795 0.659963185346086 0.645476383594561 0.879188455400499 0.828593924300923 0.856765873676465 0.800376224844461 0.875565574139744 1 "D"
"7" 66 "Diptera" "Diploids" NA "AGAMB" 570.353616 0.574706016042943 0.571101518649905 0.782028257265389 0.726860710229505 0.74621266042977 0.716934600892858 0.767732217885401 0.887493067118432 0.0010076310554029 0.00100131129641143 0.00137112877928241 0.00127440361529943 0.00130833335582775 0.00125700018511473 0.00134606355837569 0.00155604004642347 0.748576134561451 0.743881141555991 1.01862112732401 0.946763328796504 0.971969969535858 0.933834199204956 1 1.15599299657229 0.647561132966294 0.643499695726292 0.881165483133888 0.8190043811717 0.840809565817365 0.807819945253934 0.865057143914512 1 "D"
"8" 55 "Coleoptera" "Diploids" NA "AGLAB" 570.353614 0.726803577979252 0.587793433163873 0.762973343556039 0.690281334620328 0.684823557329395 0.452731515794608 0.666243906531753 0.774920089693864 0.0012743034498932 0.00103057720462498 0.00133771983700631 0.00121026906409736 0.00120069995266024 0.000793773379674961 0.0011681242832131 0.00135866604624314 1.09089714870752 0.882249619698186 1.14518622395787 1.03607902129073 1.02788716056611 0.679528189835731 1 1.16311771424349 0.937907776099055 0.758521350757707 0.98458325407134 0.890777441184971 0.883734421700098 0.584229937790698 0.859758206546118 1 "D"
"9" 46 "Hymenoptera" "Hymenoptera" "pollinator/eusociality" "AMELL" 570.353616 1.81686433878923 0.971342743503933 1.03396307537505 0.818621684062349 0.834884865971682 0.44824889757701 0.660510381934346 0.764616151564279 0.00318550507583567 0.00170305353776162 0.00181284565639547 0.00143528797065144 0.00146380217912335 0.000785914010190145 0.00115807170044197 0.00134060016473057 2.75069762487068 1.4705942102822 1.56540018696909 1.23937746695966 1.26399961121984 0.678640199816822 1 1.15761413064402 2.37617834134451 1.27036649895078 1.35226423514561 1.07063090726972 1.09190064094728 0.586240424898122 0.863845709488415 1 "HD"
"10" 20 "Hemiptera" "Diploids" NA "APISU" 570.353615 1.48281030743362 0.722374423133569 0.805100021921209 0.805790760594845 0.837621806751304 0.566172012251319 0.818714768356845 0.914181441860195 0.00259980872994663 0.00126653781818069 0.00141158046648167 0.00141279153739535 0.0014686008551928 0.000992668403182329 0.00143545117769937 0.00160283273011287 1.81114395970847 0.882327339206754 0.983370586482811 0.984214273075911 1.02309355971727 0.691537558785732 1 1.11660553491047 1.62200876055454 0.79018714453847 0.880678588577531 0.881434170174364 0.916253347964376 0.619321270730743 0.895571415988174 1 "D"
