"ID" "order" "style" "style2" "style3" "spp" "time" "mtGenome" "nucOXPHOS" "nucOXPHOS2" "nucOXPHOSN2" "nucMTRP" "nucCRP" "controlSingle" "control" "mtOXPHOS_rate" "nucOXPHOS_rate" "nucOXPHOS2_rate" "nucOXPHOSN2_rate" "nucMTRP_rate" "nucCRP_rate" "controlSingle_rate" "control_rate"
"1" 63 "Diptera" "D" "Diploids" "D" "AAEGY" 570.353615 0.579294237133456 0.524417431125133 0.40387509405272 0.531507296222097 0.763795606779938 0.633287841850458 0.739603957184856 0.846291455638085 0.00101567557721793 0.000919460168802705 0.000708113499118823 0.000931890816931347 0.00133916150733951 0.00111034247034703 0.00129674633023034 0.00148380133548919
"2" 65 "Diptera" "D" "Diploids" "D" "AALBI" 570.353615 0.571834719775929 0.516535789902313 0.413534379509061 0.527514481908501 0.777155935638793 0.66202837422837 0.775765799876584 0.882093474573342 0.00100259681842453 0.000905641300971351 0.000725049107489327 0.000924890222548166 0.00136258614866287 0.00116073319571819 0.00136014882605168 0.00154657295294489
"3" 39 "Hymenoptera" "HD" "Hymenoptera" "HD" "ACEPH" 570.353616 1.58304777220132 0.857221662155863 0.526158935748661 0.799308904263725 0.92788058737574 0.442672779000865 0.676457050417941 0.784552542947166 0.00277555489750997 0.00150296524490846 0.000922513544209144 0.00140142690751999 0.00162685141523805 0.000776137411217649 0.00118603096647667 0.00137555460496487
"4" 40 "Hymenoptera" "HD" "Hymenoptera" "HD" "AECHI" 570.353616 1.63191019554689 0.851303155166418 0.639145810655618 0.803765928179192 0.937167657407953 0.468427223392703 0.673985338280819 0.780010279391139 0.00286122529912546 0.00149258833692819 0.00112061323488763 0.00140924139977609 0.00164313441892504 0.000821292633643447 0.00118169731789834 0.00136759066219568
"5" 47 "Hymenoptera" "HD" "Hymenoptera" "HD" "AFLOR" 570.353616 1.80206500041837 0.884044471174059 0.937532916343918 0.86705903017278 1.03466131609132 0.450747486028546 0.66337066322441 0.765653852421179 0.00315955742168622 0.00154999362916998 0.0016437748267803 0.00152021308509207 0.00181406988062529 0.00079029478096365 0.00116308662663832 0.0013424195638328
"6" 67 "Diptera" "D" "Diploids" "D" "AFUNE" 570.353616 0.583057933368155 0.537362016425057 0.406220311682256 0.541486875612355 0.782975136542921 0.669633362614363 0.780809537329927 0.883963155924006 0.00102227445748 0.000942155886016259 0.000712225363856124 0.000949387994433886 0.00137278894106796 0.00117406700655399 0.00136899199974552 0.00154985105928391
"7" 66 "Diptera" "D" "Diploids" "D" "AGAMB" 570.353616 0.572816999839311 0.522091600032278 0.404053648419734 0.533025716913436 0.78130504979579 0.671293705326864 0.769307415196756 0.885779265717755 0.0010043190465883 0.000915382291592726 0.000708426556937502 0.000934553059646835 0.00136986078088754 0.00117697808253549 0.00134882534907389 0.00155303524141724
"8" 55 "Coleoptera" "D" "Diploids" "D" "AGLAB" 570.353614 0.725086028140657 0.576615722376872 0.670621729597425 0.554057906537374 0.76046183135107 0.447884790148095 0.66412015778255 0.771841160912556 0.00127129207274675 0.00101097934373196 0.00117579991278433 0.000971428764432049 0.00133331640702301 0.000785275624023827 0.00116440071822277 0.00135326776576287
"9" 46 "Hymenoptera" "HD" "Hymenoptera" "HD" "AMELL" 570.353616 1.81293260912317 0.89312845196064 1.180481988947 0.861870842926745 1.03662173723984 0.439696835157849 0.661557110717896 0.763960572882343 0.00317861158107073 0.00156592055683687 0.00206973701197153 0.00151111664544395 0.0018175070836052 0.000770919694068967 0.00115990692819224 0.00133945073977114
"10" 20 "Hemiptera" "D" "Diploids" "D" "APISU" 570.353615 1.47248855583395 0.671748443825804 0.614413813731765 0.68906847856582 0.806210227893759 0.537683593730342 0.837309890910014 0.915441928856477 0.00258171162084061 0.00117777537681742 0.00107725066971262 0.00120814256356703 0.0014135269886801 0.00094271970859752 0.00146805397369142 0.00160504273976852
"11" 51 "Coleoptera" "D" "Diploids" "D" "APLAN" 570.353615 0.633460649390885 0.639057055669889 0.823777569452824 0.627226937418385 0.761823298461721 0.443431457390902 0.652072545189539 0.753743736838159 0.00111064545350674 0.00112045762289047 0.0014443277780449 0.00109971589716037 0.00133570346259964 0.000777467602078584 0.00114327765800089 0.00132153758127431
"12" 27 "Hymenoptera" "HD" "Hymenoptera" "HD_an" "AROSA" 570.353615 0.850231638354402 0.589690461701402 0.412848589569603 0.624914209133282 0.720629857025304 0.375079481854909 0.552902490012958 0.641020296045748 0.00149070965098451 0.00103390325964955 0.000723846713182668 0.00109566099468534 0.00126347907346095 0.000657626202395349 0.000969402972948559 0.0011238997688228
"13" 16 "Blattodea" "D" "Diploids" "D" "BGERM" 570.353616 0.483006662680736 0.547054959187573 0.309182300582102 0.563987580681104 0.639813501865601 0.37592467189431 0.475694996516355 0.577409212987512 0.000846854739114578 0.000959150505653273 0.000542088788268683 0.00098883844138038 0.00112178389672137 0.000659108071464055 0.000834035207583141 0.00101237056589032
"14" 49 "Hymenoptera" "HD" "Hymenoptera" "HD" "BIMPA" 570.353616 1.84670787364807 0.960080436520044 1.29981143684605 0.928076257857784 1.03738780207555 0.459119923278467 0.661244163210341 0.767747159524802 0.0032378296934442 0.00168330735457289 0.00227895712481299 0.00162719448395289 0.00181885022374532 0.000804974160588941 0.00115935823787315 0.00134608975552599
"15" 59 "Lepidoptera" "D" "Diploids" "D" "BMORI" 570.353615 0.696861973363003 0.609568941009563 0.534383134842049 0.608461468593069 0.831247508723989 0.484536906605356 0.758105022294721 0.906065927461239 0.0012218068844238 0.00106875616280536 0.000936933019775896 0.001066814433346 0.00145742480956133 0.000849537714607728 0.00132918421547082 0.00158860381284905
"16" 50 "Hymenoptera" "HD" "Hymenoptera" "HD" "BTERR" 570.353616 1.83358383455555 0.954125871726812 0.892494570789847 0.904698292270414 1.04958334731031 0.46727905795812 0.659170852076092 0.768181349886582 0.00321481933859704 0.00167286722650815 0.00156480917408587 0.0015862059376694 0.00184023265193134 0.000819279557189868 0.00115572310507819 0.00134685102072989
"17" 13 "Diplura" "D" "Diploids" "D" "CAQUI" 570.353616 0.504164914843587 0.375037063106246 0.244860948789101 0.396324718955159 0.602925424911501 0.427297878701421 0.495251371403864 0.544482062882427 0.000883951465722954 0.000657551828524299 0.000429314274373078 0.000694875438389715 0.00105710809574582 0.000749180625342824 0.000868323365558997 0.000954639451049657
"18" 73 "Diptera" "D" "Diploids" "D" "CCAPI" 570.353615 0.550844303065039 0.614312214297505 0.532197473705746 0.645976031607628 0.832121813641811 0.606064822856524 0.844796856258469 0.964855835705508 0.000965794357356776 0.00107707253560145 0.000933100903911595 0.00113258865135382 0.00145895772685128 0.00106261239854949 0.00148118085699951 0.00169168005660051
"19" 28 "Hymenoptera" "HD" "Hymenoptera" "HD_an" "CCINC" 570.353615 1.08139787553744 0.661320135803206 0.544510959320121 0.712307007967471 0.761205627781503 0.395839106495286 0.56284100724738 0.65218160996812 0.00189601301209854 0.00115949144252063 0.000954690116797315 0.00124888663670076 0.00133462050167159 0.00069402401612776 0.000986828157909335 0.00114346888108725
"20" 35 "Hymenoptera" "HD" "Hymenoptera" "HD" "CFLOR" 570.353616 1.50273269202432 0.793497518383241 0.85868041379537 0.765293233519692 0.914180411430889 0.434222211301751 0.664155396834771 0.754341067361816 0.00263473860753838 0.0013912378147932 0.00150552287161334 0.00134178729134189 0.00160283092065272 0.00076132104561208 0.00116446249870847 0.0013225848775224
